"id","hotel_name","continent","country","city","address","services","eco_mark"
"324","nhow Rotterdam","Europe","Pays-Bas","Rotterdam"," Wilhelminakade 137, 3072 AP Rotterdam Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|275 Chambres","True"
"325","NH Centre Utrecht","Europe","Pays-Bas","Utrecht"," Janskerkhof, 10, 3512 BL Utrecht Pays-Bas","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|47 Chambres","True"
"326","NH Utrecht","Europe","Pays-Bas","Utrecht"," Jaarbeursplein, 24, 3521 AR Utrecht Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|276 Chambres","True"
"327","NH Waalwijk","Europe","Pays-Bas","Waalwijk"," Bevrijdingsweg 1, 5161 BZ Waalwijk Pays-Bas","Wi-Fi gratuit|Parking|100%|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|120 Chambres","True"
"328","NH Zandvoort","Europe","Pays-Bas","Zandvoort"," Burgemeester van Alphenstraat, 63, 2041 KG Zandvoort Pays-Bas","Wi-Fi gratuit|Parking|Spa|Climatisation - Contrôle de la climatisation|Eco-friendly|100%|Animaux|Accessibilité|Occasions spéciales|Réunions|216 Chambres","True"
"329","NH Zoetermeer","Europe","Pays-Bas","Zoetermeer"," Danny Kayelaan, 20, 2719 EH Zoetermeer Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|104 Chambres","True"
"330","NH Poznan","Europe","Pologne","Poznan"," Sw. Marcin 67, 61-806 Poznan Pologne","Wi-Fi gratuit|Parking|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Occasions spéciales|Réunions|93 Chambres","False"
"331","Anantara Vilamoura Algarve Resort","Europe","Portugal","Algarve"," Av dos Descobrimentos nº 0, 
 8125-309 Algarve Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Golf|Navette|Occasions spéciales|Réunions|243 Chambres","False"
"332","The Residences at Victoria Algarve","Europe","Portugal","Algarve"," Av. Dos Descobrimentos, 7 - Vilamoura 8125-309 Algarve Portugal","Wi-Fi gratuit|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Accessibilité|Golf|97 Chambres","False"
"333","Tivoli Carvoeiro Algarve Resort","Europe","Portugal","Algarve"," Apartado 1299 - Vale Covo - Praia do Carvoeiro - Lagoa 8401-911 Algarve Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|248 Chambres","True"
"334","Tivoli Lagos Algarve Resort","Europe","Portugal","Algarve"," Rua António Crisógono dos Santos, Lagos 8600-678 Algarve Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Navette|Occasions spéciales|Réunions|296 Chambres","False"
"335","Tivoli Marina Portimão Algarve Resort","Europe","Portugal","Algarve"," Marina Portimao - Portimão 8500-843 Algarve Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Accessibilité|Baby-sitter|Occasions spéciales|Navette|Réunions|196 Chambres","False"
"336","Tivoli Marina Vilamoura Algarve Resort","Europe","Portugal","Algarve"," Marina Vilamoura - Vilamoura 8125-901 Algarve Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|383 Chambres","True"
"337","Tivoli Coimbra","Europe","Portugal","Coimbra"," Rua Joao Machado, 4/5 3000-226 Coimbra Portugal","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|100 Chambres","False"
"338","Avani Avenida Liberdade Lisbon","Europe","Portugal","Lisbonne"," Rua Júlio César Machado, 9 1250-135 Lisbonne Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Navette|Occasions spéciales|Réunions|119 Chambres","False"
"339","NH Collection Lisboa Liberdade","Europe","Portugal","Lisbonne"," Avda. da Liberdade, 180 B, 1250-146 Lisbonne Portugal","Wi-Fi gratuit|Parking|Piscine|100%|Climatisation - Contrôle de la climatisation|Animaux|Baby-sitter|Occasions spéciales|Réunions|83 Chambres","False"
"340","NH Lisboa Campo Grande","Europe","Portugal","Lisbonne"," Campo Grande, 7, 1700-087 Lisbonne Portugal","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|88 Chambres","False"
"341","Tivoli Avenida Liberdade Lisboa","Europe","Portugal","Lisbonne"," Avenida da Liberdade, 185 1269-050 Lisbonne Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Navette|Occasions spéciales|Réunions|285 Chambres","False"
"342","Tivoli Oriente Lisboa","Europe","Portugal","Lisbonne"," Avenida D. João II 27 - Parque das Nações 1990-079 Lisbonne Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|279 Chambres","True"
"343","NH Collection Porto Batalha","Europe","Portugal","Porto"," Praca da Batalha, 60-65, 4000-101 Porto Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|107 Chambres","False"
"344","NH Porto Jardim","Europe","Portugal","Porto"," R. Duque de Loulé, 66 4000-324 Porto Portugal","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|79 Chambres","False"
"345","Tivoli Palácio de Seteais","Europe","Portugal","Sintra"," Rua Barbosa du Bocage, 8 2710-517 Sintra Portugal","Wi-Fi gratuit|Parking|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Baby-sitter|Navette|Occasions spéciales|Réunions|30 Chambres","False"
"346","Tivoli Sintra","Europe","Portugal","Sintra"," Praça da Republica 2710-616 Sintra Portugal","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|77 Chambres","True"
"347","NH Collection Olomouc Congress","Europe","République Tchèque","Olomouc"," Legionárská 21, 779 00 Olomouc République Tchèque","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Golf|Occasions spéciales|Réunions|137 Chambres","False"
"348","NH Collection Prague","Europe","République Tchèque","Prague"," U Mrázovky 1566, 15000 Prague République Tchèque","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|136 Chambres","False"
"349","NH Collection Prague Carlo IV","Europe","République Tchèque","Prague"," Senovážné náměstí 13/991
 11000 Prague République Tchèque","Wi-Fi gratuit|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|152 Chambres","False"
"350","NH Prague City","Europe","République Tchèque","Prague"," Mozartova 261/1, 15000 Prague République Tchèque","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|408 Chambres","False"
"351","NH Bucharest","Europe","Roumanie","Bucarest"," Bulevardul Mircea Vodă  Nr. 21,  Bucarest Roumanie","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|76 Chambres","False"
"352","NH Timisoara","Europe","Roumanie","Timisoara"," Strada Pestalozzi 1/a, 300115 Timisoara Roumanie","Wi-Fi gratuit|Parking|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|83 Chambres|Réunions","False"
"353","NH London Kensington","Europe","Royaume-Uni","Londres"," Cromwell Road 202-220, SW5 0SW Londres Royaume-Uni","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|121 Chambres","True"
"354","nhow London","Europe","Royaume-Uni","Londres"," Macclesfield road 2 EC1V 8DG Londres Royaume-Uni","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|190 Chambres","True"
"355","NH Geneva Airport","Europe","Suisse","Genève"," Av. De Mategnin, 21, 1217 Meyrin 1 Genève Suisse","Wi-Fi gratuit|Parking|Centre sportif|Navette|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|190 Chambres","True"
"356","NH Geneva City","Europe","Suisse","Genève"," Avenue Wendt 42-44, 1203 Genève Suisse","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Animaux|70 Chambres|Réunions","False"
"357","The Vyra Suites NH Collection Doha","Médio Oriente","Qatar","Doha"," Zone 61, Street 833, Umm Awaard,   Doha Qatar","Wi-Fi gratuit|Centre sportif|Climatisation - Contrôle de la climatisation|Accessibilité|Occasions spéciales|Réunions|228 Chambres","False"
